INSTITUTION_ID,ENTITY_CD,SCHOOL_NAME,YEAR,DISTRICT_CD,DISTRICT_NAME,BOCES_CD,BOCES_NAME,COUNTY_CD,COUNTY_NAME,NEEDS_INDEX,NEEDS_INDEX_DESCRIPTION
"800000055736","010100010023","ALBANY SCHOOL OF HUMANITIES",2025,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055738","010100010027","EAGLE POINT ELEMENTARY SCHOOL",2025,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055739","010100010028","THOMAS S O'BRIEN ACAD OF SCI & TECH",2025,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055740","010100010029","GIFFEN MEMORIAL ELEMENTARY SCHOOL",2025,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055741","010100010030","WILLIAM S HACKETT MIDDLE SCHOOL",2025,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055743","010100010034","ALBANY HIGH SCHOOL",2025,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055764","010100010039","ARBOR HILL ELEMENTARY SCHOOL",2025,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000058130","010100010043","ROOTS ACADEMY-WEST HILL",2025,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000058131","010100010044","SHERIDAN PREP ACADEMY",2025,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000059069","010100010045","MYERS MIDDLE SCHOOL",2023,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000091310","010100010051","NORTH ALBANY ACADEMY MIDDLE SCHOOL",2023,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055520","010100860829","BRIGHTER CHOICE CS-BOYS",2023,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000055503","010100860830","BRIGHTER CHOICE CS-GIRLS",2023,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000055730","010100010014","MONTESSORI MAGNET SCHOOL",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055731","010100010016","PINE HILLS ELEMENTARY SCHOOL",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000057554","010100860867","KIPP TECH VALLEY CHARTER SCHOOL",2023,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000059069","010100010045","MYERS MIDDLE SCHOOL",2025,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000091310","010100010051","NORTH ALBANY ACADEMY MIDDLE SCHOOL",2025,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000093175","010100010052","ALBANY INTERNATIONAL ACADEMY",2025,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055520","010100860829","BRIGHTER CHOICE CS-BOYS",2025,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000055503","010100860830","BRIGHTER CHOICE CS-GIRLS",2025,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000057554","010100860867","KIPP TECH VALLEY CHARTER SCHOOL",2025,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000059286","010100860892","HENRY JOHNSON CHARTER SCHOOL",2025,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000059286","010100860892","HENRY JOHNSON CHARTER SCHOOL",2023,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000059310","010100860899","KIPP ALBANY COMMUNITY CS",2023,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000059776","010100860907","GREEN TECH HIGH CHARTER SCHOOL",2023,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000068133","010100860960","ALBANY LEADERSHIP CS-GIRLS",2023,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000055479","010201040001","BERNE-KNOX-WESTERLO JUNIOR-SENIOR HS",2023,"01020104","BERNE-KNOX-WESTERLO CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055480","010201040002","BERNE-KNOX-WESTERLO ELEM SCH",2023,"01020104","BERNE-KNOX-WESTERLO CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055732","010100010018","DELAWARE COMMUNITY SCHOOL",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055733","010100010019","NEW SCOTLAND ELEMENTARY SCHOOL",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055736","010100010023","ALBANY SCHOOL OF HUMANITIES",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055738","010100010027","EAGLE POINT ELEMENTARY SCHOOL",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055739","010100010028","THOMAS S O'BRIEN ACAD OF SCI & TECH",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055740","010100010029","GIFFEN MEMORIAL ELEMENTARY SCHOOL",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055741","010100010030","WILLIAM S HACKETT MIDDLE SCHOOL",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055454","010306060003","ELSMERE ELEMENTARY SCHOOL",2023,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055455","010306060004","GLENMONT ELEMENTARY SCHOOL",2023,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055456","010306060005","HAMAGRAEL ELEMENTARY SCHOOL",2023,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055743","010100010034","ALBANY HIGH SCHOOL",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055764","010100010039","ARBOR HILL ELEMENTARY SCHOOL",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000058130","010100010043","ROOTS ACADEMY-WEST HILL",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000058131","010100010044","SHERIDAN PREP ACADEMY",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000059069","010100010045","MYERS MIDDLE SCHOOL",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000091310","010100010051","NORTH ALBANY ACADEMY MIDDLE SCHOOL",2024,"01010001","ALBANY CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055520","010100860829","BRIGHTER CHOICE CS-BOYS",2024,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000055503","010100860830","BRIGHTER CHOICE CS-GIRLS",2024,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000057554","010100860867","KIPP TECH VALLEY CHARTER SCHOOL",2024,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000059286","010100860892","HENRY JOHNSON CHARTER SCHOOL",2024,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000059310","010100860899","KIPP ALBANY COMMUNITY CS",2024,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000059310","010100860899","KIPP ALBANY COMMUNITY CS",2025,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000059776","010100860907","GREEN TECH HIGH CHARTER SCHOOL",2025,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000059776","010100860907","GREEN TECH HIGH CHARTER SCHOOL",2024,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000068133","010100860960","ALBANY LEADERSHIP CS-GIRLS",2024,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000055479","010201040001","BERNE-KNOX-WESTERLO JUNIOR-SENIOR HS",2024,"01020104","BERNE-KNOX-WESTERLO CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055480","010201040002","BERNE-KNOX-WESTERLO ELEM SCH",2024,"01020104","BERNE-KNOX-WESTERLO CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055454","010306060003","ELSMERE ELEMENTARY SCHOOL",2024,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055455","010306060004","GLENMONT ELEMENTARY SCHOOL",2024,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055456","010306060005","HAMAGRAEL ELEMENTARY SCHOOL",2024,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055457","010306060006","SLINGERLANDS ELEMENTARY SCHOOL",2024,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055458","010306060007","BETHLEHEM CENTRAL MIDDLE SCHOOL",2024,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000068133","010100860960","ALBANY LEADERSHIP CS-GIRLS",2025,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7","Need/Resource Category: Charter Schools"
"800000055479","010201040001","BERNE-KNOX-WESTERLO JUNIOR-SENIOR HS",2025,"01020104","BERNE-KNOX-WESTERLO CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055480","010201040002","BERNE-KNOX-WESTERLO ELEM SCH",2025,"01020104","BERNE-KNOX-WESTERLO CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055454","010306060003","ELSMERE ELEMENTARY SCHOOL",2025,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055455","010306060004","GLENMONT ELEMENTARY SCHOOL",2025,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055439","010306060008","BETHLEHEM CENTRAL SENIOR HIGH SCHOOL",2024,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000062692","010306060009","EAGLE ELEMENTARY SCHOOL",2024,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055436","010402060001","RAVENA-COEYMANS-SELKIRK SR HS",2024,"01040206","RAVENA-COEYMANS-SELKIRK CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055437","010402060002","ALBERTUS W BECKER SCHOOL",2024,"01040206","RAVENA-COEYMANS-SELKIRK CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055438","010402060003","PIETER B COEYMANS SCHOOL",2024,"01040206","RAVENA-COEYMANS-SELKIRK CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055448","010402060008","RAVENA-COEYMANS-SELKIRK MID SCH",2024,"01040206","RAVENA-COEYMANS-SELKIRK CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055424","010500010005","ABRAM LANSING SCHOOL",2024,"01050001","COHOES CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055425","010500010006","VAN SCHAICK ISLAND SCHOOL",2024,"01050001","COHOES CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055426","010500010007","COHOES HIGH SCHOOL",2024,"01050001","COHOES CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055456","010306060005","HAMAGRAEL ELEMENTARY SCHOOL",2025,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055457","010306060006","SLINGERLANDS ELEMENTARY SCHOOL",2025,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055458","010306060007","BETHLEHEM CENTRAL MIDDLE SCHOOL",2025,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055439","010306060008","BETHLEHEM CENTRAL SENIOR HIGH SCHOOL",2025,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055443","010500010008","COHOES MIDDLE SCHOOL",2024,"01050001","COHOES CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055444","010500010009","HARMONY HILL SCHOOL",2024,"01050001","COHOES CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055402","010601060003","ROESSLEVILLE SCHOOL",2024,"01060106","SOUTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055403","010601060005","SADDLEWOOD ELEMENTARY SCHOOL",2024,"01060106","SOUTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055404","010601060006","SHAKER ROAD ELEMENTARY SCHOOL",2024,"01060106","SOUTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055406","010601060008","COLONIE CENTRAL HIGH SCHOOL",2024,"01060106","SOUTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055427","010601060010","FOREST PARK ELEMENTARY SCHOOL",2024,"01060106","SOUTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055388","010601060011","VEEDER ELEMENTARY SCHOOL",2024,"01060106","SOUTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000062692","010306060009","EAGLE ELEMENTARY SCHOOL",2025,"01030606","BETHLEHEM CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6","Low Need/Resource Category Districts"
"800000055436","010402060001","RAVENA-COEYMANS-SELKIRK SR HS",2025,"01040206","RAVENA-COEYMANS-SELKIRK CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055437","010402060002","ALBERTUS W BECKER SCHOOL",2025,"01040206","RAVENA-COEYMANS-SELKIRK CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055438","010402060003","PIETER B COEYMANS SCHOOL",2025,"01040206","RAVENA-COEYMANS-SELKIRK CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055448","010402060008","RAVENA-COEYMANS-SELKIRK MID SCH",2025,"01040206","RAVENA-COEYMANS-SELKIRK CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055389","010601060012","SAND CREEK MIDDLE SCHOOL",2024,"01060106","SOUTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055390","010601060013","LISHA KILL MIDDLE SCHOOL",2024,"01060106","SOUTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055345","010615020001","MENANDS SCHOOL",2024,"01061502","MENANDS UFSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055424","010500010005","ABRAM LANSING SCHOOL",2025,"01050001","COHOES CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055425","010500010006","VAN SCHAICK ISLAND SCHOOL",2025,"01050001","COHOES CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055426","010500010007","COHOES HIGH SCHOOL",2025,"01050001","COHOES CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055443","010500010008","COHOES MIDDLE SCHOOL",2025,"01050001","COHOES CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055444","010500010009","HARMONY HILL SCHOOL",2025,"01050001","COHOES CITY SD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3","High Need/Resource Category: Urban-Suburban Districts"
"800000055402","010601060003","ROESSLEVILLE SCHOOL",2025,"01060106","SOUTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055403","010601060005","SADDLEWOOD ELEMENTARY SCHOOL",2025,"01060106","SOUTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055404","010601060006","SHAKER ROAD ELEMENTARY SCHOOL",2025,"01060106","SOUTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
"800000055406","010601060008","COLONIE CENTRAL HIGH SCHOOL",2025,"01060106","SOUTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5","Average Need/Resource Category Districts"
